,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
chictypes,0.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,46,0,59,0,0,61,50,0,0,0,0,0,0,0,99,100,0,0,90,0,0,0,0,0,0,0,51,0,0,0
qolsys,77.0,75,51,84,66,82,69,57,77,70,68,56,51,62,78,65,57,72,70,54,60,87,100,61,45,86,75,79,58,44,40,76,68,75,66,57,80,78,80,51,59,80,73,67,59,61,88,82,66,85,80,54
fashionone,0.0,0,0,0,0,38,0,0,0,100,0,0,0,0,0,0,0,81,0,0,0,0,0,0,64,0,43,0,0,0,0,0,60,0,0,55,0,0,71,0,0,0,0,0,0,0,41,83,0,0,0,0
kidozen,0.0,0,0,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,100,0,49,0,0,0,0,0,0,0,0,0,0,0,0,21,0,28,86,0
speeddate,99.0,56,33,64,31,38,40,70,0,44,47,37,38,34,70,43,59,50,38,80,28,73,64,57,14,0,64,28,56,0,30,57,91,45,58,100,91,50,42,51,40,66,70,38,45,38,47,38,68,47,35,0
bside,60.0,62,76,74,73,70,58,63,76,58,51,92,79,85,91,99,67,69,62,69,100,85,82,74,75,72,64,77,75,68,84,73,58,68,72,64,71,62,60,81,72,71,89,74,84,65,65,69,56,64,80,36
lotaris,0.0,53,0,0,40,43,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,56,0,0,0,0,76,0,0,0,0,0,48,0,50,0,0,0,0,0,0,0,0,83,0,100,0,0,0,0,0,0
greengarage,0.0,0,47,0,0,40,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,41,0,0,0,35,83,0,30,55,0,0
dua,72.0,54,46,43,46,46,45,52,54,56,49,59,56,53,67,69,64,60,54,51,52,56,54,64,55,72,71,55,41,45,46,49,51,51,52,58,60,60,60,77,62,100,91,76,73,64,39,48,55,50,61,53
kitedesk,0.0,56,0,0,0,0,0,64,0,0,0,0,0,0,34,0,67,0,0,82,57,0,0,0,0,0,0,37,0,0,72,0,0,0,0,0,39,100,0,0,0,44,0,0,0,0,0,0,62,0,0,0
neosaej,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,3,0,0,0,0,100
nextoffice,0.0,100,36,51,0,30,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,92,35,0,47,0,0,0,0,56,0,0,0,54,39,0,29,0,0,0,0,0,39,0,0,0
v-secure,0.0,0,0,98,0,0,63,100,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,61,0,0,87,95,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
trioscope,0.0,0,0,0,98,0,27,0,0,0,0,0,44,0,83,47,0,0,0,33,28,0,0,0,0,25,100,47,38,37,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,49,0
pixsense,0.0,0,0,0,0,0,69,0,84,0,0,57,73,0,0,54,0,31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,56,0,0,0,0
fuser,78.0,79,73,84,76,76,82,77,79,75,79,82,83,81,78,77,86,62,81,83,81,75,83,92,63,78,87,94,80,95,77,94,90,99,100,84,90,85,85,92,91,81,85,82,83,74,90,79,84,83,72,36
timyo,0.0,0,17,0,0,21,0,0,0,0,0,0,0,0,24,0,0,0,0,0,60,35,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,35,29,0,0,59,0,15,100,0,19,0,31,0
landslide.com,0.0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,12,15,0,0,0,0,0,19,17,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
joy.co,0.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,10,0,0,0,0,12,0,0,0,0,0,0,6,0,0,100
optionease,0.0,0,0,0,0,0,0,0,0,0,0,16,27,0,22,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,19,0,0,0,0,0,0,12,0,100
2lemetry,0.0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,33,0,0,0,17,0,0,0,39,0,30,0,100,0,0,0,38,33,0,0,0,0,30,48,0,0,35,0,0,0,60,0,0
webtuner,31.0,0,41,0,0,0,0,0,0,29,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,56,0,0,0,0,0
greenvity,0.0,0,0,0,0,51,56,0,0,0,0,78,0,0,86,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,100,53,0,68,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
karmakitchen,17.0,0,0,0,26,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,18,0,0,0,53,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
amiestreet,0.0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,36,0,37,0,28,0,0,100,27,0,49,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
markitx,0.0,0,41,0,0,0,0,0,53,0,71,46,0,45,0,0,0,0,53,0,40,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,100,0,0,54,0,0,0,0,0,0,41,60,0,0,0,0
commil,53.0,39,55,40,0,0,40,0,0,0,0,0,63,46,40,0,0,0,45,0,0,30,0,36,0,0,0,94,0,36,0,28,0,0,33,100,0,0,51,55,0,0,0,0,0,0,0,0,0,37,0,0
burnlounge,0.0,0,0,18,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,11,0,100
secosol,0.0,0,0,14,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,20,0,0,0,69,0,0,0,13,0,0,0,0,0,0,25,0,0,0,14,0,0,0,0,13,0,11,0,0,19,0,0,100
rewarder.com,59.0,0,0,0,0,0,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,66,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56,0,0,0,0,0,100,44,0,0
attenex,67.0,0,100,29,0,0,0,0,59,0,0,29,0,0,47,0,0,0,0,27,0,0,66,0,41,0,29,0,0,68,0,0,26,0,0,0,0,0,0,0,0,32,0,0,0,0,67,0,0,0,0,0
inlive,37.0,30,21,32,30,34,35,32,41,18,26,75,44,16,25,29,100,35,32,34,37,56,34,46,52,26,20,24,32,15,30,18,17,8,27,29,38,42,34,40,32,16,23,38,23,34,28,25,29,33,30,90
hoodiny,25.0,20,0,21,0,0,17,57,0,0,0,32,0,0,0,19,15,0,24,26,0,0,0,15,23,0,0,30,20,25,0,0,0,0,25,32,0,35,0,0,0,0,39,40,0,0,17,0,15,0,0,100
credense,29.0,0,55,0,0,0,0,0,0,0,28,35,0,18,64,15,0,0,0,24,0,40,25,54,0,20,29,51,0,0,0,0,0,0,26,18,0,15,0,0,41,0,18,0,0,0,0,14,100,0,22,0
xmpie,57.0,21,25,0,0,0,23,0,25,0,32,20,30,21,0,35,18,69,100,0,0,23,21,0,20,41,29,29,0,0,30,37,62,38,0,33,43,39,49,24,24,25,25,71,0,0,0,25,28,21,0,0
mamapedia,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,36,60,0,0,0,0,52,35,0,0,0,0,0,0,0,42,54,0,0,0,0,0,0,0,100,0,0,0
solavei,0.0,0,51,0,32,0,0,27,70,38,0,52,0,0,0,0,0,0,22,0,0,0,0,0,30,0,0,0,100,0,0,0,0,15,0,23,0,0,22,0,75,0,0,0,0,0,0,30,16,0,35,0
itsmysun,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,16,0,0,0,20,27,0,0,14,0,13,0,39,0,0,0,13,0,0,0,0,11,0,0,0,0,100
mevion,0.0,0,0,0,37,44,0,57,0,0,0,0,23,0,24,0,33,0,30,41,27,29,0,26,0,53,0,0,33,0,0,34,23,41,23,0,100,35,32,71,0,61,27,23,0,0,23,0,23,0,0,0
disco,89.0,81,84,83,80,87,86,86,82,90,92,88,88,82,84,86,86,85,86,82,87,83,81,85,75,77,75,76,74,89,81,79,81,100,83,80,83,80,80,80,81,80,84,74,77,81,79,78,83,75,78,77
gigatera,0.0,0,22,29,0,0,0,0,16,0,0,0,30,26,0,0,0,0,20,16,0,37,22,0,100,0,0,0,0,0,0,29,37,0,0,0,19,0,0,26,0,0,99,49,0,25,0,0,0,0,0,0
cloudmeter,0.0,0,0,47,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,58,74,0,54,0,0,39,0,69,0,0,0,0,0,0,0,48,0,0,0,0,40,34,0,60,0,0,0,0,75,76,0
virgincharter,0.0,0,30,0,0,21,19,0,0,0,24,0,0,0,0,0,0,0,0,14,0,0,15,0,0,26,0,0,0,21,0,0,19,0,0,23,0,0,0,0,0,0,0,0,21,0,0,0,0,12,0,100
tvinci,67.0,0,38,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,30,0,0,0,100,0,0,0,0,0,0,0,0,41,0,23,32,0,0,0
vidcie,0.0,0,0,0,0,0,0,0,87,0,40,0,0,0,0,0,26,0,0,0,0,26,0,0,18,100,32,0,26,0,0,21,29,0,0,0,0,35,20,30,0,0,0,0,0,21,0,21,0,25,0,0
paradiset,84.0,64,62,79,59,62,64,100,67,74,50,73,30,58,31,39,53,49,36,53,48,59,47,48,38,34,33,46,39,60,42,48,61,42,43,34,41,48,41,56,49,63,44,60,53,40,42,43,51,46,45,63
vincera,19.0,19,32,33,30,12,23,23,61,26,50,28,46,34,47,100,92,38,24,34,31,34,0,31,57,30,52,52,28,18,30,31,15,24,37,78,33,39,19,28,38,43,37,61,33,32,27,46,45,11,16,0
thetot,31.0,0,0,0,76,24,0,0,0,94,17,40,0,0,0,0,0,39,0,31,0,30,0,0,23,0,44,0,0,40,0,0,0,49,25,16,100,0,0,0,30,37,0,0,0,0,0,36,29,30,0,0
vid,85.0,83,84,84,84,85,83,79,81,80,81,81,78,76,77,78,78,73,80,80,77,79,76,74,74,74,77,78,80,79,78,88,86,79,80,79,84,83,100,85,87,86,85,80,80,84,86,80,86,77,84,85
eurobox,86.0,67,76,59,80,96,76,87,89,92,68,84,78,79,76,81,60,50,73,53,61,58,53,73,83,63,51,76,44,49,64,90,80,96,63,87,71,79,93,82,79,88,75,94,99,100,74,76,92,86,85,66
gogo6,0.0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,26,0,42,0,60,0,0,24,0,0,0,0,30,0,0,0,0,0,26,0,0,56,0,100,0,30,0,0,0,94,0,0,0,0
placeword,0.0,31,0,0,0,0,0,30,0,0,44,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,38,0,0,0,0,0,0,35,0,0
beaconx,0.0,0,54,0,0,0,0,62,0,0,33,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,22,0,63,0,0,0,39,47,38,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0
goodcar,0.0,31,0,32,0,26,0,0,35,0,0,0,0,0,33,0,50,93,54,83,58,43,0,0,53,0,33,46,70,0,61,0,45,56,25,32,34,49,58,53,42,34,55,66,83,45,0,100,48,50,0,0
gazoob,0.0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,100
displaytech,33.0,0,0,39,100,39,0,28,0,25,0,0,0,0,25,0,0,0,63,30,0,0,0,0,78,0,38,0,0,0,0,0,38,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinyowl,0.0,0,22,26,11,11,0,0,0,13,0,0,11,0,15,0,15,0,12,0,0,11,0,0,0,0,0,0,15,25,22,0,0,29,0,0,0,17,0,0,15,0,10,12,0,0,41,0,13,13,0,100
Springboardauto,0.0,0,0,0,0,48,62,0,0,41,0,0,0,0,0,0,0,0,0,100,39,0,0,0,80,48,0,0,0,0,0,0,0,0,0,0,0,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0
ponomusic,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,37,32,0,0,0,0,0,0,0,26,35,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
godtube,54.0,34,23,46,37,71,56,52,100,81,0,0,23,59,53,64,20,78,47,61,79,81,79,46,0,48,76,42,36,26,22,46,89,27,65,52,85,20,0,21,54,76,33,45,26,47,0,52,39,37,20,0
pivotmail,0.0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
pixsta,43.0,0,0,0,0,60,82,33,0,58,0,0,37,29,45,0,32,0,45,48,0,0,59,0,0,0,0,0,0,0,40,100,0,64,0,0,55,0,0,39,0,0,0,46,0,0,0,0,0,0,0,0
atosho,0.0,0,42,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,95,0,0,0,0,0,0,0,0,66,0,0,0,83,0,0,0,76,71,0,0,53,54,0,100,0,0,0,0,0,0
ficto,32.0,22,59,28,36,47,27,38,66,37,27,53,41,52,38,46,22,70,37,29,49,27,50,66,34,47,27,41,42,32,41,41,61,26,40,43,33,26,55,59,59,58,46,22,36,28,36,100,94,51,48,0
pipsisland,41.0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,85,0,39,60,0,52,0,0,0,0,0,39,0,0,0,0,0,38,0,0,0,0,0,0,0,0,68,100,0
radlive,0.0,0,0,41,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,98,0,29,0,43,33,99,0,0,0,40,0,55,0,0,0,0,0,0,0,63,0,100,0
achievo,0.0,0,0,0,0,0,42,100,0,0,0,0,27,0,0,64,0,0,42,27,0,0,0,70,0,0,0,0,0,0,0,0,0,0,26,0,0,27,0,26,0,0,46,42,89,0,0,27,0,27,30,0
elmicron,39.0,0,77,0,70,0,0,40,64,0,0,0,79,0,0,51,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
gozoomo,0.0,0,0,0,0,28,32,0,0,0,0,0,100,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,27,0,0,0
smartfundit,0.0,0,74,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,30,45,0,0,0,0,0,0,0,0,29,100,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
fugoo,59.0,42,100,57,70,52,86,61,67,48,37,64,39,0,30,61,61,37,29,53,0,80,53,35,32,73,92,22,56,95,38,24,80,65,0,76,26,21,33,55,25,21,58,17,28,51,44,55,52,33,29,0
ovguide,34.0,28,26,8,20,28,13,44,31,49,9,34,18,26,17,29,14,22,17,33,23,15,27,19,12,41,37,22,44,14,27,27,17,5,10,20,22,18,8,25,6,24,13,10,21,0,29,15,8,13,27,100
sparkplug,64.0,60,57,64,57,58,55,56,51,64,55,58,58,50,59,53,47,56,46,56,47,51,59,53,51,51,52,56,52,53,50,55,48,57,54,54,52,49,53,55,52,59,57,57,57,63,59,63,62,63,74,100
h2gen,0.0,0,0,0,0,0,0,0,0,0,0,62,90,0,0,0,0,0,0,0,0,0,0,49,0,0,0,91,100,0,0,0,0,0,0,0,0,0,0,71,0,61,0,0,0,0,0,42,0,50,0,0
peoplejar,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,0,0,0,84,29,0,0,100,0,0,0,0,0,27,0,0,0,0,0,0,24,0
vixlet,0.0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,5,17,6,0,0,0,0,7,100
encast,52.0,34,0,0,48,0,0,47,62,0,0,0,0,0,55,44,0,0,0,0,0,30,65,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,44,0,75,100,0,0,75,56,0
vinivia,0.0,0,50,0,0,21,0,0,0,0,23,0,42,0,23,33,0,0,33,0,30,0,55,0,37,0,35,0,46,23,0,0,20,0,0,0,0,0,100,34,0,0,0,19,0,0,24,0,0,43,0,0
way7,0.0,60,94,0,100,0,0,0,0,31,0,0,49,0,0,0,0,0,0,0,0,0,79,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,46,0,0
nk,80.0,75,97,85,96,86,97,100,87,89,85,88,84,82,84,84,85,84,87,90,84,82,92,92,83,85,84,80,77,94,78,86,92,84,95,88,86,93,94,91,93,87,88,95,86,91,98,92,88,90,92,97
kacific,24.0,100,85,56,65,96,49,64,24,21,31,11,13,26,0,0,14,0,35,46,11,25,19,0,11,46,37,0,0,83,14,23,26,20,44,21,20,0,32,26,18,25,0,0,28,0,57,18,24,0,20,88
timebomb,82.0,63,71,74,46,84,91,60,66,91,67,66,69,78,74,60,63,67,62,69,77,65,66,81,93,69,51,65,67,53,56,60,66,65,100,70,63,48,69,52,51,66,66,71,53,71,77,47,71,53,65,59
mylivn,0.0,0,47,66,0,0,0,43,0,0,0,0,0,0,0,0,0,0,58,0,46,0,0,0,0,100,40,0,0,0,0,96,0,0,71,35,0,0,0,0,0,0,0,0,0,0,0,46,35,0,0,0
yappily,0.0,0,0,0,0,0,0,0,0,28,0,0,0,54,44,0,0,28,100,0,0,43,0,0,0,0,0,0,0,53,0,0,0,0,0,23,0,34,21,0,39,45,0,0,28,36,0,0,0,0,0,0
gemr,74.0,0,31,42,41,61,59,43,70,0,0,38,0,45,70,23,63,24,69,32,65,46,0,29,67,33,72,37,0,31,45,91,0,58,100,62,43,78,51,0,0,0,66,27,30,37,94,0,0,61,55,0
asteo,35.0,36,39,42,41,25,44,35,42,35,30,43,32,39,61,49,47,49,21,31,48,57,25,52,33,40,56,39,46,48,38,36,42,36,45,35,50,42,48,38,48,46,40,47,49,100,61,45,44,45,44,38
theopenhouse,0.0,0,0,13,0,0,0,0,21,12,0,0,20,0,33,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,10,0,0,21,0,0,100
kavall,45.0,29,24,29,23,15,12,13,6,30,24,33,34,37,34,37,48,10,32,16,19,19,33,44,22,8,15,26,22,12,19,15,12,54,15,26,27,21,12,0,9,35,25,40,0,18,14,17,13,9,13,100
desihits,0.0,0,0,0,0,0,99,100,0,0,0,0,0,0,0,0,53,78,85,0,0,81,0,0,0,0,73,0,0,0,62,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
macheen,67.0,0,0,0,100,87,41,90,47,91,39,75,62,0,72,92,52,0,31,0,61,49,0,0,0,53,58,35,0,77,50,83,46,92,42,28,0,38,81,47,34,83,27,43,0,89,45,84,34,0,32,0
findery,0.0,0,0,0,59,40,0,0,18,33,0,0,27,100,0,18,0,54,29,44,0,38,33,56,0,0,36,55,80,0,0,0,0,31,0,0,0,28,0,0,24,0,57,0,0,28,26,0,72,0,39,0
minus.com,0.0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,3,10,0,3,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
tantaline,0.0,79,0,0,0,44,0,64,37,0,0,0,0,0,82,0,0,36,0,0,48,0,0,0,0,0,0,0,0,0,0,0,35,0,0,100,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
modsystems,38.0,0,0,0,0,100,0,0,0,0,0,35,0,0,0,0,0,46,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
metalincs,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,37,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,36,0,0,0,0,0,0
ticketea,24.0,24,19,26,27,28,28,25,27,38,34,19,19,30,21,25,33,71,44,21,27,38,100,13,9,10,16,16,7,12,15,17,23,16,24,32,15,22,19,16,17,28,11,12,45,23,21,14,24,16,26,14
cartione,0.0,0,0,0,0,0,0,0,6,0,0,29,0,0,0,0,0,0,0,12,11,0,7,8,0,0,0,0,0,0,0,0,13,0,0,10,6,0,0,8,0,0,0,0,0,0,0,0,14,0,0,100
myoutdoortv,26.0,0,0,7,0,34,25,11,12,0,13,0,0,9,27,18,18,10,0,24,12,12,24,0,19,19,0,29,0,0,19,23,0,30,0,9,0,17,16,18,7,11,18,13,43,9,8,8,0,0,0,100
aboutus,52.0,69,78,62,63,41,72,84,59,62,75,62,62,70,50,75,78,76,78,41,69,48,78,69,62,77,46,54,64,96,77,65,77,49,86,52,59,73,86,85,82,31,76,84,100,83,61,62,63,57,13,0
cloudtalk,87.0,56,88,63,100,38,62,55,67,51,24,30,55,85,68,34,58,50,34,67,74,68,45,47,66,57,54,70,50,38,48,80,84,70,90,57,86,63,57,85,67,61,65,31,77,83,61,68,58,62,64,0
bandbaajaa,0.0,42,0,0,0,0,0,88,100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,38,0,0,0,34,0,0,28,0,0,55,0,0,0,0,0,42,0,64,0,0,0,43,0,0,0,0
adviceiq,72.0,36,0,0,0,47,0,0,0,0,0,0,0,0,41,33,51,0,0,0,0,0,55,0,0,0,0,39,0,0,0,58,0,0,0,50,0,100,0,0,0,0,0,33,0,0,0,0,0,0,0,0
mara,51.0,50,50,100,55,54,58,53,52,55,51,49,48,49,49,49,53,47,46,48,46,45,46,47,46,43,44,45,49,52,54,51,50,46,48,56,48,48,50,51,51,50,48,51,47,51,47,46,47,48,46,47
midrive,9.0,23,25,35,27,32,31,26,32,40,41,30,16,23,18,29,34,21,21,26,19,28,42,67,32,33,30,37,100,45,17,26,28,47,46,25,29,48,36,39,27,36,29,41,29,30,29,28,29,19,24,46
detour.com,0.0,0,39,0,0,52,0,0,0,0,0,0,0,0,37,0,47,36,0,0,0,0,0,0,0,47,100,0,0,0,0,0,0,0,0,0,0,0,54,0,39,0,0,0,0,0,0,47,0,0,0,0
spotlite,81.0,35,37,67,93,88,47,38,62,0,48,33,54,47,73,44,27,25,42,40,61,100,69,68,93,59,72,67,45,61,92,56,83,56,81,61,63,57,52,92,54,77,79,74,71,73,67,38,61,87,97,91
cub3,0.0,33,73,54,32,22,71,0,0,0,0,40,0,0,28,52,87,62,53,29,45,22,28,22,50,0,0,0,50,0,0,77,0,35,33,48,0,22,69,37,100,34,34,32,51,29,97,0,0,19,37,0
glassbox,37.0,66,52,63,72,52,64,54,68,50,43,37,27,75,47,46,60,40,40,43,41,53,39,62,5,51,46,48,33,30,31,42,45,57,46,73,52,35,62,57,50,38,73,57,42,74,67,47,100,59,86,80
foggmobile,0.0,0,0,0,0,0,0,0,0,0,100,0,81,0,0,0,0,72,0,0,0,68,56,0,0,0,88,0,45,0,0,0,0,0,0,0,25,0,0,0,0,0,83,0,0,0,0,92,0,0,0,0
hivelive,0.0,0,92,0,64,0,54,0,0,0,0,0,0,0,100,37,41,0,62,54,0,30,35,0,0,0,0,50,0,0,0,32,0,28,67,0,0,44,0,0,55,0,0,0,0,0,43,0,30,0,42,0
campusquad,0.0,66,61,0,0,0,0,0,0,0,0,0,0,0,80,70,0,0,0,42,0,49,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,40,36,100,0,0,56,0,0,0,0,0
spendsetter,16.0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,16,0,0,0,0,0,0,0,0,36,0,0,100
meedoc,47.0,0,0,0,0,43,63,72,0,34,0,0,48,37,0,48,0,0,0,0,96,0,0,0,0,0,41,0,0,0,0,0,0,59,0,0,0,49,0,100,0,0,34,0,29,0,0,0,0,0,0,0
mxp4,100.0,0,42,53,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
cequint,0.0,0,60,0,100,0,0,44,0,0,0,0,0,0,0,0,0,0,0,41,0,54,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,58,29,29,0,0,36,0,0,33,45,0,0,0
going.com,0.0,0,0,0,15,0,15,0,0,0,0,0,0,49,0,0,14,0,0,30,0,0,0,0,0,0,0,0,0,0,0,39,67,28,95,53,45,34,0,49,42,24,62,83,82,48,81,100,83,68,43,0
lineable,0.0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,17,0,12,0,0,0,0,0,0,15,0,0,11,9,0,100
placeblogger,61.0,0,0,0,0,0,0,38,0,0,0,100,41,0,0,0,0,0,0,45,0,0,0,43,0,0,0,45,40,73,0,0,0,0,0,0,34,91,0,0,0,0,0,61,0,0,0,0,0,0,0,0
spotluck,0.0,0,0,0,0,0,0,0,0,0,0,88,0,0,100,0,0,0,0,0,57,0,72,51,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,93,0,0,0,0,0,69,0,0,75,50,0
fanpics,0.0,5,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,12,100,24,0,0,0,0,0,5,0,0,8,0,8,12,0,0,0,0,4,9,0,0,0,0,0,0
crowdrise,100.0,0,41,82,0,0,0,0,0,0,0,0,0,0,94,30,78,0,46,30,92,0,0,91,0,57,0,0,0,84,54,0,63,0,0,28,47,0,0,0,79,0,0,0,0,32,0,0,0,0,0,0
getback,62.0,41,96,100,86,77,69,35,63,36,53,48,45,35,65,56,77,51,44,54,51,30,45,50,57,56,59,57,31,73,80,81,71,83,60,33,55,41,40,35,45,49,45,36,40,41,59,58,56,49,69,0
